input_text,target_text,style
He's a very proper man .,He is a very proper man .,shakespeare
And I swear to God he's very smart .,"Before God , and in my mind , very wise .",shakespeare
He does indeed show sparks of something like wit .,He doth indeed show some sparks that are like wit .,shakespeare
It's entirely possible .,Very easily possible .,shakespeare
I can see you don't like this gentleman .,"I see , lady , the gentleman is not in your books .",shakespeare
"No , absolutely not .",No .,shakespeare
"But please tell me , who's his best friend ?","But I pray you , who is his companion ?",shakespeare
"He spends most of his time with the good , noble Claudio .",He is most in the company of the right noble Claudio .,shakespeare
"Oh God , Benedick will plague him like a disease !","O Lord , he will hang upon him like a disease !",shakespeare
God help Claudio !,God help the noble Claudio !,shakespeare
"If he's caught the Benedick , he'll lose all his money before he's cured .","If he have caught the Benedick , it will cost him a thousand pound ere a be cured .",shakespeare
"I'm going to make sure I stay on your good side , lady .","I will hold friends with you , lady .",shakespeare
"Do that , my friend .","Do , good friend .",shakespeare
"You will never fall victim to Benedick's charms , my niece .","You will never run mad , niece .",shakespeare
"No , not until we see a hot January .","No , not till a hot January .",shakespeare
Don Pedro is here .,Don Pedro is approached .,shakespeare
"If he fears God , he must necessarily keep the peace .","If he do fear God , he must necessarily keep peace .",shakespeare
"If he breaks the peace , he ought to enter into a quarrel with fear and trembling .","If he break the peace , he ought to enter into a quarrel with fear and trembling .",shakespeare
"Well , I'm sorry for your niece .","Well , I am sorry for your niece .",shakespeare
Should we go find Benedick and tell him about Beatrice's love ?,Shall we go seek Benedick and tell him of her love ?,shakespeare
"Against my will , I've been told to bring you in to dinner .","Against my will , I am sent to bid you come in to dinner .",shakespeare
"Lovely Beatrice , I thank you for taking the pains to tell me that .","Fair Beatrice , I thank you for your pains .",shakespeare
I didn't take any more pains bringing this message than you took pains in thanking me .,I took no more pains for those thanks than you take pains to thank me .,shakespeare
"If the job had been painful , I would not have come .","If it had been painful , I would not have come .",shakespeare
So you took pleasure in bringing me this message ?,You take pleasure then in the message ?,shakespeare
"Yes , as much pleasure as one might take in choking a bird at knifepoint .","Yea , just so much as you may take upon a knife's point and choke a daw withal .",shakespeare
"You don't want to eat , sir ?","You have no stomach , Signior .",shakespeare
"Goodbye , then .",Fare you well .,shakespeare
Ha !,Ha !,shakespeare
"Against my will , I've been told to bring you in to dinner."" There's a double meaning in that .","Against my will I am sent to bid you come in to dinner."" There's a double meaning in that .",shakespeare
"I didn't take any more pains bringing this message than you took pains in thanking me."" That's like saying , ""Any thing I do for you is as easy as saying 'thank you.'"" If this doesn't move me to take pity on her , I'm a horrible person .","I took no more pains for those thanks than you took pains to thank me."" That's as much as to say , ""Any pains that I take for you is as easy as thanks."" If I do not take pity of her , I am a villain .",shakespeare
"If I don't love her , I'm completely","If I do not love her , I am a Jew .",shakespeare
"Margaret , run into the sitting room .","Good Margaret , run thee to the parlor .",shakespeare
"You'll find Beatrice there , talking to Claudio and the Prince .",There shalt thou find my cousin Beatrice Proposing with the Prince and Claudio .,shakespeare
Whisper to her that Ursula and I are walking in the orchard and that we're talking all about her .,"Whisper her ear and tell her I and Ursula Walk in the orchard , and our whole discourse Is all of her .",shakespeare
"Tell her you heard us , and that she should sneak into the arbor where the crisscrossing branches overhead keep the honeysuckles out of the sun .","Say that thou overheardst us , And bid her steal into the pleached bower Where honeysuckles ripened by the sun Forbid the sun to enter , like favorites Made proud by princes , that advance their pride Against that power that bred it .",shakespeare
She can hide there and eavesdrop on our conversation .,There will she hide her To listen our propose .,shakespeare
This is your job .,This is thy office .,shakespeare
"Do it well , and then leave us .",Bear thee well in it and leave us alone .,shakespeare
"I'll make her come right away , I promise you .","I'll make her come , I warrant you , presently .",shakespeare
"All right Ursula , as Beatrice arrives , we'll be walking up and down this alley and speaking about nothing but Benedick .","Now , Ursula , when Beatrice doth come , As we do trace this alley up and down , Our talk must only be of Benedick .",shakespeare
"Whenever I mention him , praise him more than any man deserves .","When I do name him , let it be thy part To praise him more than ever man did merit .",shakespeare
It'll be my job to talk about how Benedick is sick with love for Beatrice .,My talk to thee must be how Benedick Is sick in love with Beatrice .,shakespeare
Let's start .,Fear you not my part of the dialogue .,shakespeare
But are you sure that Benedick loves Beatrice that much ?,But are you sure That Benedick loves Beatrice so entirely ?,shakespeare
That's what the Prince and my fiance say .,So says the Prince and my new-trothed lord .,shakespeare
"And did they ask you to tell Beatrice about this , madam ?","And did they bid you tell her of it , madam ?",shakespeare
"They did want me to tell her , but I persuaded them that , if they truly loved Benedick , they would try to get him to battle his emotions and keep Beatrice in the dark .","They did entreat me to acquaint her of it , But I persuaded them , if they loved Benedick , To wish him wrestle with affection And never to let Beatrice know of it .",shakespeare
Why did you do that ?,Why did you so ?,shakespeare
Doesn't Benedick deserve as much luck with a mate as he would have with Beatrice ?,Doth not the gentleman Deserve as full as fortunate a bed As ever Beatrice shall couch upon ?,shakespeare
"What's the matter , lieutenant ?","What's the matter , lieutenant ?",shakespeare
I'll beat him until the welts look like basket-weave !,I'll beat the knave into a twiggen bottle .,shakespeare
You'll beat me ?,Beat me ?,shakespeare
"Are you talking , you villain ?","Dost thou prate , rogue ?",shakespeare
"No , don't hit him , lieutenant !","Nay , good lieutenant !",shakespeare
"Please , sir , restrain yourself .","I pray you , sir , hold your hand .",shakespeare
"Let me go , or I'll knock you on the head .","Let me go , sir , or I'll knock you o'er the mazzard .",shakespeare
"Come on , you're drunk .","Come , come , you're drunk .",shakespeare
Drunk ?,Drunk ?,shakespeare
"No , lieutenant , God , gentlemen , Help , Lieutenant , sir , Montano , Help , men ! , The night guard is coming !","Alas , gentlemen , Help , ho ! , Lieutenant , sir , Montano , Help , masters ! , Here's a goodly watch indeed !",shakespeare
Who's sounding that alarm ?,"Who's that which rings the bell ? , Diablo , ho !",shakespeare
The whole town will riot !,The town will rise .,shakespeare
You'll be ashamed of this forever !,"Fie , Fie , lieutenant , You'll be ashamed for ever .",shakespeare
What is the matter here ?,What is the matter here ?,shakespeare
I'll kill him !,He dies !,shakespeare
Stop right now !,"Hold , for your lives !",shakespeare
Stop !,"Hold , ho !",shakespeare
Stop !,Hold !,shakespeare
The general is talking to you !,The general speaks to you .,shakespeare
"Stop , for God's sake !","Hold , for shame !",shakespeare
"For heaven's sake , stop this savage brawl !","For Christian shame , put by this barbarous brawl .",shakespeare
"The next man who swings his sword must not care about his life , because the instant he strikes , he dies .","He that stirs next to carve for his own rage Holds his soul light , he dies upon his motion .",shakespeare
"Stop that alarm from ringing , it's scaring the islanders .","Silence that dreadful bell , it frights the isle From her propriety .",shakespeare
"What's the matter here , gentlemen ? , Honest Iago , you look upset .","What is the matter , masters ? , Honest Iago , that looks dead with grieving , Speak , who began this ?",shakespeare
Answer me .,"On thy love , I charge thee .",shakespeare
I don't know .,I do not know .,shakespeare
I don't,"Swords out , and tilting one at other's breasts In opposition bloody .",shakespeare
I'd rather have lost my legs in battle than be a part of this !,"I can not speak Any beginning to this peevish odds , And would in action glorious I had lost Those legs that brought me to a part of it .",shakespeare
You're famous for it .,"Worthy Montano , you were wont be civil .",shakespeare
What in the world made you risk your reputation like this and become a street brawler ?,What's the matter That you unlace your reputation thus And spend your rich opinion for the name Of a night-brawler ?,shakespeare
Tell me .,Give me answer to it .,shakespeare
"Othello , I've been seriously hurt .","Worthy Othello , I am hurt to danger .",shakespeare
"I didn't do anything wrong that I know of , unless it was a sin to defend myself when someone attacked me .","Nor know I aught By me that's said or done amiss this night , Unless self-charity be sometimes a vice , And to defend ourselves it be a sin When violence assails us .",shakespeare
"All right , now I'm starting to lose my cool .","Now , by heaven , My blood begins my safer guides to rule , And passion , having my best judgment collied , Assays to lead the way .",shakespeare
That's unbelievably bad .,Tis monstrous .,shakespeare
"Iago , who started it ?","Iago , who began 't ?",shakespeare
You're hitting close to home there .,Touch me not so near .,shakespeare
I'd rather cut my tongue out of my mouth than say anything bad about Michael Cassio .,I had rather have this tongue cut from my mouth Than it should do offence to Michael Cassio .,shakespeare
But I don't think it'll hurt him to tell the truth .,Yet I persuade myself to speak the truth Shall nothing wrong him .,shakespeare
"They were nearly killing each other , as you saw when you pulled them apart .","When I came back , For this was brief , I found them close together At blow and thrust , even as again they were When you yourself did part them .",shakespeare
I can't tell you anything else .,More of this matter can not I report .,shakespeare
"Cassio was wrong to hurt Montano , who was only trying to help him , but I'm sure the guy who ran away must have offended Cassio in some terrible way , and Cassio couldn't let it pass .","Though Cassio did some little wrong to him , As men in rage strike those that wish them best , Yet surely Cassio , I believe , received From him that fled some strange indignity Which patience could not pass .",shakespeare
I'll make you an example for the others to learn from .,I'll make thee an example .,shakespeare
"What's the matter , dear ?","What's the matter , dear ?",shakespeare
"Everything's fine , now , sweetheart .","All's well , sweeting , Come away to bed. , Myself will be your surgeon .",shakespeare
"Are you hurt , lieutenant ?","What , are you hurt , lieutenant ?",shakespeare
"Yes , but no doctor can help me .","Ay , past all surgery .",shakespeare
Oh I hope that's not true !,"Marry , heaven forbid !",shakespeare
You know I'm powerful enough to make you pay for this .,But thou must needs be sure My spirits and my place have in their power To make this bitter to thee .,shakespeare
"Please wait , sir .","Patience , good sir .",shakespeare
Why are you talking about robbery ?,What tell'st thou me of robbing ?,shakespeare
"We come here to help you and you treat us like thugs , but you let an African horse climb all over your daughter .","Because we come to do you service and you think we are ruffians , you'll have your daughter covered with a Barbary horse .",shakespeare
Your grandsons will neigh to you like horses .,You'll have your nephews neigh to you .,shakespeare
Your whole family will be ruined .,You'll have coursers for cousins and gennets for germans .,shakespeare
What kind of crude jerk are you ?,What profane wretch art thou ?,shakespeare
The kind that tells you that the Moor is having sex with your daughter right now .,"I am one , sir , that comes to tell you your daughter and the Moor are now making the beast with two backs .",shakespeare
You're a villain !,Thou art a villain !,shakespeare
You're a senator !,You are a senator !,shakespeare
"You're going to pay for this , Roderigo .",This thou shalt answer .,shakespeare
I know who you are .,"I know thee , Roderigo .",shakespeare
I'll answer for everything .,"Sir , I will answer any thing .",shakespeare
"My reputation , my reputation !","Reputation , reputation , reputation !",shakespeare
"Oh , my reputation , Iago , my reputation !","My reputation , Iago , my reputation !",shakespeare
I swear I thought you meant you'd been hurt physically .,"As I am an honest man , I thought you had received some bodily wound .",shakespeare
Your physical health matters more than your reputation .,There is more sense in that than in reputation .,shakespeare
You haven't lost it unless you think you have .,You have lost no reputation at all unless you repute yourself such a loser .,shakespeare
There are lots of ways to get on the general's good side again .,"What , man , there are ways to recover the general again .",shakespeare
"Go to him , petition him .",Sue to him again and he's yours .,shakespeare
Drunk ?,Drunk ?,shakespeare
Babbling senselessly ?,And speak parrot ?,shakespeare
Squabbling ?,And squabble ?,shakespeare
Swaggering ?,Swagger ?,shakespeare
Ranting and raving to my own shadow !,And discourse fustian with one's own shadow ?,shakespeare
"Oh , wine is the devil !","O thou invisible spirit of wine , if thou hast no name to be known by , let us call thee devil !",shakespeare
Who were you chasing with your sword ?,What was he that you followed with your sword ?,shakespeare
What did he do to you ?,What had he done to you ?,shakespeare
I don't know .,I know not .,shakespeare
Is that possible ?,Is 't possible ?,shakespeare
"I remember a jumble of impressions , but nothing distinctly .","I remember a mass of things , but nothing distinctly .",shakespeare
"I remember a fight , but not why we were fighting .","A quarrel , but nothing wherefore .",shakespeare
Why do we party until we're like animals ?,"That we should , with joy , pleasance revel and applause , transform ourselves into beasts !",shakespeare
You seem all right now .,"Why , but you are now well enough .",shakespeare
How did you get better ?,How came you thus recovered ?,shakespeare
"One weakness led to another , to make me hate myself .","One unperfectness shows me another , to make me frankly despise myself .",shakespeare
"Come on , you're being too hard on yourself .","Come , you are too severe a moraler .",shakespeare
"I wish none of this had happened , given the situation here , and your rank .","As the time , the place , and the condition of this country stands , I could heartily wish this had not befallen .",shakespeare
"But since this has happened , you should fix it for your own good .","But since it is as it is , mend it for your own good .",shakespeare
"I'll ask him for my position back again , and he'll tell me I'm a drunk .","I will ask him for my place again , he shall tell me I am a drunkard .",shakespeare
"Even if I had a whole bunch of mouths , I wouldn't be able to answer that .","Had I as many mouths as Hydra , such an answer would stop them all .",shakespeare
"I was a reasonable man , then I became a fool , and finally a beast !","To be now a sensible man , by and by a fool , and presently a beast !",shakespeare
"Oh , how strange !","Oh , strange !",shakespeare
"Every glass of liquor is damned , and the devil's the main ingredient !",Every inordinate cup is unblessed and the ingredient is a devil .,shakespeare
"Come on now , wine is good for you , if you know how to use it .","Come , come , good wine is a good familiar creature , if it be well used .",shakespeare
Don't say anything bad about wine anymore .,Exclaim no more against it .,shakespeare
"Lieutenant , I think you know I'm your friend .","And , good lieutenant , I think you think I love you .",shakespeare
"I know that , sir .","I have well approved it , sir .",shakespeare
"Imagine , me , a drunk !",I drunk !,shakespeare
Any man can get drunk sometime .,"You or any man living may be drunk at a time , man .",shakespeare
I'll tell you what to do .,I tell you what you shall do .,shakespeare
Othello's wife has a lot of influence now .,Our general's wife is now the general .,shakespeare
Ask her to help you get back your position .,"Confess yourself freely to her , importune her help to put you in your place again .",shakespeare
"She is so generous , kind , and ready to help that she thinks it's wrong not to do everything she can , even more than she is asked to do .","She is of so free , so kind , so apt , so blessed a disposition , she holds it a vice in her goodness not to do more than she is requested .",shakespeare
Ask her to help you heal the rift between her husband and you .,"This broken joint between you and her husband entreat her to splinter , and , my fortunes against any lay worth naming , this crack of your love shall grow stronger than it was before .",shakespeare
That's good advice .,You advise me well .,shakespeare
I believe it completely .,"I protest , in the sincerity of love and honest kindness .",shakespeare
Early in the morning I'll go visit Desdemona and plead my case .,"I think it freely , and betimes in the morning I will beseech the virtuous Desdemona to undertake for me .",shakespeare
My situation is desperate .,I am desperate of my fortunes if they check me .,shakespeare
You're doing the right thing .,You are in the right .,shakespeare
"Good night , lieutenant .","Good night , lieutenant , I must to the watch .",shakespeare
"Good night , honest Iago .","Good night , honest Iago .",shakespeare
Who can say I'm evil when my advice is so good ?,And what's he then that says I play the villain ?,shakespeare
That's really the best way to win the Moor back again .,"When this advice is free I give and honest , Probal to thinking and indeed the course To win the Moor again ?",shakespeare
It's easy to get Desdemona on your side .,For 'tis most easy Th ' inclining Desdemona to subdue In any honest suit .,shakespeare
She's full of good intentions .,She's framed as fruitful As the free elements .,shakespeare
How am I evil to advise Cassio to do exactly what'll do him good ?,"How am I then a villain To counsel Cassio to this parallel course , Directly to his good ?",shakespeare
"When devils are about to commit their biggest sins they put on their most heavenly faces , just like I'm doing now .",When devils will the blackest sins put on They do suggest at first with heavenly shows As I do now .,shakespeare
The more she,And by how much she strives to do him good She shall undo her credit with the Moor .,shakespeare
And that's how I'll turn her good intentions into a big trap to snag them all .,So will I turn her virtue into pitch And out of her own goodness make the net That shall enmesh them all .,shakespeare
"Hello , Roderigo !","How now , Roderigo !",shakespeare
"I've spent most of my money , and tonight I got beaten up .","My money is almost spent , I have been tonight exceedingly well cudgeled , and I think the issue will be I shall have so much experience for my pains .",shakespeare
"So with no money , but a little more wisdom , I'm going back to Venice .","And so , with no money at all and a little more wit , return again to Venice .",shakespeare
You're a poor man if you're this impatient !,How poor are they that have not patience !,shakespeare
"No , it heals gradually .",What wound did ever heal but by degrees ?,shakespeare
"We achieve things with our intelligence , not by magic , and intelligent planning takes time .","Thou know'st we work by wit and not by witchcraft , And wit depends on dilatory time .",shakespeare
Aren't things going well ?,Does't not go well ?,shakespeare
"My God , it's morning .","In troth , 'tis morning .",shakespeare
All this excitement has made the time fly by .,Pleasure and action make the hours seem short .,shakespeare
Go back to where you're staying and go to sleep .,"Retire thee , go where thou art billeted .",shakespeare
Go .,"Nay , get thee gone .",shakespeare
Now two things still need to be done .,Two things are to be done : My wife must move for Cassio to her mistress .,shakespeare
I'll put her on that .,I'll set her on .,shakespeare
"Yes , that's the way I'll do it .","Ay , that's the way .",shakespeare
I'll pay you for your trouble .,"Masters , play here , I will content your pains .",shakespeare
Are these wind instruments ?,"Are these , I pray you , wind instruments ?",shakespeare
"Yes , they are .","Ay , marry , are they , sir .",shakespeare
"Oh , there's the problem .","Oh , thereby hangs a tail .",shakespeare
What's the problem ?,"Whereby hangs a tale , sir ?",shakespeare
"Well , we'll stop , then .","Well , sir , we will not .",shakespeare
"If you've got any music that can't be heard , then play that .","If you have any music that may not be heard , to 't again .",shakespeare
"But as I said , the general isn't really in the mood to hear music now .","But , as they say , to hear music the general does not greatly care .",shakespeare
We don't have any music that can't be heard .,"We have none such , sir .",shakespeare
Then pack up your instruments and go away .,"Then put up your pipes in your bag , for I'll away .",shakespeare
Go !,"Go , vanish into air , away !",shakespeare
"Do you hear , my friend ?","Dost thou hear , my honest friend ?",shakespeare
Please don't play games .,"Prithee , keep up thy quillets .",shakespeare
"CASSIO She's awake , sir .","She is stirring , sir .",shakespeare
"If she feels like coming over here , I'll give her your message .","If she will stir hither , I shall seem to notify unto her .",shakespeare
"Good to see you , Iago .","In happy time , Iago .",shakespeare
"You didn't go to sleep , then ?","You have not been abed , then ?",shakespeare
No .,"Why , no .",shakespeare
I'm going to ask her to let me talk to Desdemona .,My suit to her Is that she will to virtuous Desdemona Procure me some access .,shakespeare
I humbly thank you .,I humbly thank you for't .,shakespeare
"Even for a Good morning , lieutenant .","Good morrow , good Lieutenant .",shakespeare
"I'm sorry about what happened , but I'm sure everything will turn out all right .","I am sorry For your displeasure , but all will sure be well .",shakespeare
"The general and his wife are talking about it now , and she's defending you strongly .","The general and his wife are talking of it , And she speaks for you stoutly .",shakespeare
"The Moor says the man you hurt is very important in Cyprus , and that under the circumstances he has no choice but to refuse to reinstate you .","The Moor replies That he you hurt is of great fame in Cyprus And great affinity , and that in wholesome wisdom He might not but refuse you .",shakespeare
"But he says he still loves and respects you , and based on his own feelings alone he's looking for an opportunity to safely take you back .",But he protests he loves you And needs no other suitor but his likings To take the safest occasion by the front To bring you in again .,shakespeare
"Please find a way to give me some time alone with Desdemona , if you think that's all right .","Yet I beseech you , If you think fit , or that it may be done , Give me advantage of some brief discourse With Desdemona alone .",shakespeare
Please come in .,Pray you come in .,shakespeare
I'll take you to a place where you can speak freely .,I will bestow you where you shall have time To speak your bosom freely .,shakespeare
Thank you very much .,I am much bound to you .,shakespeare
"Iago , give these letters to the ship's captain who brought me here , and ask him to pay my respects to the Senate of Venice .","These letters give , Iago , to the pilot , And by him do my duties to the senate .",shakespeare
"Now that's done , I'm going to walk on the fortification walls .","That done , I will be walking on the works , Repair there to me .",shakespeare
"I will , my lord .","Well , my good lord , I'll do 't .",shakespeare
"Shall we go see this fortification , men ?","This fortification , gentlemen , shall we see 't ?",shakespeare
"We're at your service , my lord .",We'll wait upon your lordship .,shakespeare
"I'll do everything I can for you , Cassio .","Be thou assured , good Cassio , I will do All my abilities in thy behalf .",shakespeare
"Please do , madam .","Good madam , do .",shakespeare
I'm sure you and my husband will be as friendly as you were before .,"Do not doubt , Cassio , But I will have my lord and you again As friendly as you were .",shakespeare
"Yes , my lady .",You do love my lord .,shakespeare
"But those political considerations might last such a long time that the general will forget my love and service , especially if I'm gone and someone else has my job .","Ay , but , lady , That policy may either last so long , Or feed upon such nice and waterish diet , Or breed itself so out of circumstances , That , I being absent and my place supplied , My general will forget my love and service .",shakespeare
"My husband will never get a moment's rest , I'll keep him up at night talking about you until he runs out","My lord shall never rest , I'll watch him tame and talk him out of patience .",shakespeare
"But if you didn't know about it , then you were wrong to get mad at us .",But if you know not this my manners tell me We have your wrong rebuke .,shakespeare
I'd never play pranks on you .,"Do not believe That , from the sense of all civility , I thus would play and trifle with your reverence .",shakespeare
"If she is , you can sue me for lying to you .","If she be in her chamber or your house , Let loose on me the justice of the state For thus deluding you .",shakespeare
Light the candles !,"Strike on the tinder , ho !",shakespeare
Wake up my whole household !,"Give me a taper , call up all my people !",shakespeare
I dreamt about this .,"This accident is not unlike my dream , Belief of it oppresses me already .",shakespeare
Give me some light !,"Light , I say , light !",shakespeare
It's time for me to say goodbye to you .,"Farewell , for I must leave you .",shakespeare
"It would be inappropriate , dangerous , even , for me to be seen working against the Moor , as I would if I stayed .","It seems not meet , nor wholesome to my place , To be producted ( as , if I stay , I shall ) Against the Moor .",shakespeare
of patience .,"In which regard ,",shakespeare
"I'm your advocate , and I'd rather die than give up on you .","Therefore be merry , Cassio , For thy solicitor shall rather die Than give thy cause away .",shakespeare
"Madam , here comes your husband .","Madam , here comes my lord .",shakespeare
"Madam , I'd better leave now .","Madam , I'll take my leave .",shakespeare
Why not stay and hear me talk to him ?,"Why , stay and hear me speak .",shakespeare
"No , madam .","Madam , not now .",shakespeare
"I'm very uncomfortable , and that won't help my case .","I am very ill at ease , Unfit for mine own purposes .",shakespeare
"Well , do whatever you think best .","Well , do your discretion .",shakespeare
Hey !,Ha !,shakespeare
I don't like that .,I like not that .,shakespeare
What did you say ?,What dost thou say ?,shakespeare
"Nothing , my lord , or if I did , I don't know what .","Nothing , my lord , or if , I know not what .",shakespeare
Wasn't that Cassio leaving my wife ?,Was not that Cassio parted from my wife ?,shakespeare
"Cassio , my lord ?","Cassio , my lord ?",shakespeare
I really think it was him .,I do believe 'twas he .,shakespeare
"What's this , my lord ?","How now , my lord ?",shakespeare
"I was talking to a petitioner here just now , someone who's suffering from your anger .","I have been talking with a suitor here , A man that languishes in your displeasure .",shakespeare
Who do you mean ?,Who is 't you mean ?,shakespeare
"Your lieutenant , Cassio .","Why , your lieutenant , Cassio .",shakespeare
"Oh , if I've got any influence over you at all , please patch things up with him .","Good my lord , If I have any grace or power to move you His present reconciliation take .",shakespeare
Please call him and tell him to come back here .,"I prithee , call him back .",shakespeare
Was that him just now ?,Went he hence now ?,shakespeare
Yes .,"Ay , sooth , so humbled That he hath left part of his grief with me To suffer with him .",shakespeare
"My love , call him back in here .","Good love , call him back .",shakespeare
"Not now , my sweet Desdemona .","Not now , sweet Desdemona .",shakespeare
Some other time .,Some other time .,shakespeare
But will it be soon ?,But shall 't be shortly ?,shakespeare
"Very soon , because you want it .","The sooner , sweet , for you .",shakespeare
Will it be tonight at supper ?,Shall 't be tonight at supper ?,shakespeare
"No , not tonight .","No , not tonight .",shakespeare
Then tomorrow at dinner ?,"Tomorrow dinner , then ?",shakespeare
"Well then , tomorrow night , or Tuesday morning .","Why , then , tomorrow night , or Tuesday morn .",shakespeare
"Or Tuesday noon or at night , or Wednesday morning .","On Tuesday noon , or night , or Wednesday morn .",shakespeare
"Please just name a time , but don't wait more than three days .","I prithee name the time , but let it not Exceed three days .",shakespeare
"His mistake was hardly worth punishing him for in the first place , though in wartime it is sometimes necessary to make examples out of even the best soldiers .","In faith , he's penitent , And yet his trespass , in our common reason ( Save that , they say , the wars must make example Out of her best ) is not , almost , a fault T ' incur a private check .",shakespeare
So when should he come ?,When shall he come ?,shakespeare
"Tell me , Othello .","Tell me , Othello .",shakespeare
"I swear , I could do so much , Please , no more .","Trust me , I could do much , Prithee , no more .",shakespeare
I won't refuse you anything .,"Let him come when he will , I will deny thee nothing .",shakespeare
"This is like if I asked you to wear your gloves when it's cold outside , or eat nutritious food , or do something that's good for you .","Why , this is not a boon , 'T is as I should entreat you wear your gloves , Or feed on nourishing dishes , or keep you warm , Or sue to you to do a peculiar profit To your own person .",shakespeare
"If I ever have to ask you for something that will put your luck to the test , it'll be something difficult and terrible .","Nay , when I have a suit Wherein I mean to touch your love indeed It shall be full of poise and difficult weight And fearful to be granted .",shakespeare
I won't deny you anything !,I will deny thee nothing !,shakespeare
"But in return , please , do one thing for me : leave me alone for a little while .","Whereon I do beseech thee , grant me this , To leave me but a little to myself .",shakespeare
Would I ever deny you anything ?,Shall I deny you ?,shakespeare
No .,No .,shakespeare
"Goodbye , my husband .","Farewell , my lord .",shakespeare
"Goodbye , my Desdemona .","Farewell , my Desdemona .",shakespeare
I'll come see you right away .,I'll come to thee straight .,shakespeare
"God help me , I love you !",Perdition catch my soul But I do love thee !,shakespeare
"My noble lord , What is it , Iago ?","My noble lord , What dost thou say , Iago ?",shakespeare
"When you were wooing Desdemona , did Michael Cassio know about it ?","Did Michael Cassio , when you wooed my lady , Know of your love ?",shakespeare
"Yes , he knew about it the whole time .","He did , from first to last .",shakespeare
Why do you ask ?,Why dost thou ask ?,shakespeare
"Why are you curious , Iago ?","Why of thy thought , Iago ?",shakespeare
I didn't realize he knew her .,I did not think he had been acquainted with her .,shakespeare
"Oh , really ?",Indeed ?,shakespeare
"Oh , really ?",Indeed ?,shakespeare
"Yes , really .","Ay , indeed !",shakespeare
Do you see something wrong with that ?,Discern'st thou aught in that ?,shakespeare
Isn't he an honest man ?,Is he not honest ?,shakespeare
"Honest , my lord ?","Honest , my lord ?",shakespeare
"Honest , yes , honest .","Honest , ay , honest .",shakespeare
"As far as I know , sir .","My lord , for aught I know .",shakespeare
What are you thinking ?,What dost thou think ?,shakespeare
"Thinking , my lord ?","Think , my lord ?",shakespeare
"Thinking , my lord ? "" My God , you keep repeating everything I say as if you were thinking something too horrible to say out loud .","Think , my lord ? "" Alas , thou echo'st me As if there were some monster in thy thought Too hideous to be shown .",shakespeare
You're thinking something .,Thou dost mean something .,shakespeare
Just a minute ago I heard you say you didn't like it when Cassio left my wife .,I heard thee say even now thou lik'st not that When Cassio left my wife .,shakespeare
What didn't you like ?,What didst not like ?,shakespeare
"And when I told you he was involved the whole time I was trying to get Desdemona , you were like , ""Oh , really ? "" And then you frowned and wrinkled up your forehead as if you were imagining something horrible .","And when I told thee he was of my counsel Of my whole course of wooing , thou cried'st ""Indeed ? "" And didst contract and purse thy brow together As if thou then hadst shut up in thy brain Some horrible conceit .",shakespeare
"If you're my friend , tell me what you're thinking .",If thou dost love me Show me thy thought .,shakespeare
"My lord , you know I'm your friend .","My lord , you know I love you .",shakespeare
I think you are .,I think thou dost .,shakespeare
"As for Michael Cassio , I think it would be safe for me to swear that he's honest .","For Michael Cassio , I dare be sworn , I think , that he is honest .",shakespeare
I think so too .,I think so too .,shakespeare
"If they're not honest , they shouldn't look like they are !","Men should be what they seem , Or those that be not , would they might seem none !",shakespeare
"Absolutely , people should be what they appear to be .","Certain , men should be what they seem .",shakespeare
"In that case , I think Cassio's an honest man .",Why then I think Cassio's an honest man .,shakespeare
"No , I think there's more to this than you're letting on .","Nay , yet there's more in this .",shakespeare
"Please tell me what you're thinking , even your worst suspicions .","I prithee speak to me as to thy thinkings , As thou dost ruminate , and give thy worst of thoughts The worst of words .",shakespeare
You want me to say what I'm thinking ?,Utter my thoughts ?,shakespeare
"You're not being a good friend , Iago , if you even Please don't ask me to tell you .","Thou dost conspire against thy friend , Iago , If thou but think'st him wronged and mak'st his ear A stranger to thy thoughts .",shakespeare
What are you talking about ?,What dost thou mean ?,shakespeare
"A good reputation is the most valuable thing we have , men and women alike .","Good name in man and woman , dear my lord , Is the immediate jewel of their souls .",shakespeare
"If you steal my money , you're just stealing trash .",Who steals my purse steals trash .,shakespeare
"It's something , it's nothing : it's yours , it's mine , and it'll belong to thousands more .","Tis something , nothing : 'T was mine , 'tis his , and has been slave to thousands .",shakespeare
"But if you steal my reputation , you're robbing me of something that doesn't make you richer , but makes me much poorer .",But he that filches from me my good name Robs me of that which not enriches him And makes me poor indeed .,shakespeare
I'm going to find out what you're thinking .,I'll know thy thoughts .,shakespeare
"You can't find that out , even if you held my heart in your hand you couldn't make me tell you .","You can not , if my heart were in your hand , Nor shall not , whilst 'tis in my custody .",shakespeare
What ?,Ha !,shakespeare
"Beware of jealousy , my lord !","Oh , beware , my lord , of jealousy !",shakespeare
It's a green-eyed monster that makes fun of the victims it devours .,It is the green-eyed monster which doth mock The meat it feeds on .,shakespeare
"Oh , what misery !","Oh , misery !",shakespeare
The person who's poor and contented is rich enough .,"Poor and content is rich , and rich enough , But riches fineless is as poor as winter To him that ever fears he shall be poor .",shakespeare
"God , help us not be jealous !","Good heaven , the souls of all my tribe defend From jealousy !",shakespeare
Why are you telling me this ?,"Why , why is this ?",shakespeare
